"","Var1","Freq"
"1555","consequences",1
"1556","consequential",1
"1557","consider",7
"1558","considerable",21
"1559","considerably",7
"1560","consideration",6
"1561","considerations",1
"1562","considered",2
"1563","considering",3
"1564","consisted",2
"1565","consoled",1
"1566","conspicuous",1
"1567","conspiring",1
"1568","constable",3
"1569","constables",3
"1570","constabulary",1
"1571","consternation",1
"1572","constitution",1
"1573","constraint",2
"1574","constructed",1
"1575","construction",1
"1576","consult",8
"1577","consultations",1
"1578","consulted",2
"1579","consulting",3
"1580","consults",1
"1581","consumed",1
"1582","consuming",1
"1583","contact",2
"1584","contain",1
"1585","contained",2
"1586","containing",1
"1587","contains",2
"1588","contemplation",2
"1589","contemplative",1
"1590","contemptuous",1
"1591","contents",4
"1592","continent",1
"1593","continental",1
"1594","continents",1
"1595","continually",5
"1596","continue",9
"1597","continued",14
"1598","continues",1
"1599","continuously",1
"1600","contortions",1
"1601","contraction",3
"1602","contradict",1
"1603","contralto",1
"1604","contrary",11
"1605","contrast",5
"1606","contributed",1
"1607","contrition",1
"1608","control",4
"1609","controlled",2
"1610","conundrums",1
"1611","convenience",2
"1612","convenient",1
"1613","conveniently",1
"1614","conventionalities",1
"1615","conventions",1
"1616","conversation",10
"1617","converse",1
"1618","conveyed",6
"1619","conviction",5
"1620","convince",1
"1621","convinced",10
"1622","convincing",3
"1623","convoy",1
"1624","convulse",1
"1625","convulsed",1
"1626","convulsion",1
"1627","convulsive",1
"1628","cooee",7
"1629","cook",1
"1630","cooking",1
"1631","cool",2
"1632","coolest",1
"1633","coolness",1
"1634","cooped",1
"1635","copier",1
"1636","copper",13
"1637","coppers",2
"1638","copy",2
"1639","copying",2
"1640","coquettish",1
"1641","cord",5
"1642","cordially",1
"1643","corner",32
"1644","corners",2
"1645","cornwall",1
"1646","coroner",15
"1647","coroner's",3
"1648","coronet",28
"1649","correct",10
"1650","correctly",1
"1651","corresponded",1
"1652","correspondence",2
"1653","correspondent",2
"1654","corresponds",2
"1655","corridor",10
"1656","corridors",1
"1657","corroborate",1
"1658","corroboration",1
"1659","cosmopolitan",3
"1660","cost",3
"1661","coster's",1
"1662","costume",3
"1663","cosy",1
"1664","cotton",1
"1665","couch",5
"1666","cough",1
"1667","could",286
"1668","couldn't",1
"1669","counsel",1
"1670","counsellor",1
"1671","count",4
"1672","counterpaned",1
"1673","countess",8
"1674","counties",2
"1675","country",35
"1676","countryman",1
"1677","countryside",2
"1678","counts",1
"1679","county",6
"1680","couple",11
"1681","coupled",1
"1682","couples",1
"1683","courage",1
"1684","course",59
"1685","court",19
"1686","courtesy",2
"1687","cousin",3
"1688","cousins",1
"1689","covent",3
"1690","coventry",1
"1691","cover",5
"1692","covered",11
"1693","crab",1
"1694","crack",3
"1695","cracked",3
"1696","crackling",3
"1697","cracks",2
"1698","craggy",1
"1699","crane",1
"1700","crash",2
"1701","crate",3
"1702","crates",1
"1703","cravat",2
"1704","cravats",1
"1705","crawl",2
"1706","crawled",1
"1707","creaking",1
"1708","cream",3
"1709","creases",3
"1710","created",1
"1711","creature",11
"1712","creatures",1
"1713","credit",6
"1714","creditable",1
"1715","creditor",1
"1716","creeping",1
"1717","crest",1
"1718","crewe",1
"1719","crib",2
"1720","cried",69
"1721","cries",1
"1722","crime",32
"1723","crimes",4
"1724","criminal",8
"1725","criminals",4
"1726","cringe",1
"1727","cringing",1
"1728","crinkled",1
"1729","cripple",5
"1730","crippled",1
"1731","crisis",2
"1732","crisp",3
"1733","crisply",1
"1734","crocuses",1
"1735","crony",1
"1736","crop",10
"1737","cross",10
"1738","crossed",4
"1739","crouched",1
"1740","crowd",7
"1741","crowded",4
"1742","crowder",3
"1743","crown",6
"1744","crowns",1
"1745","crucial",1
"1746","crude",1
"1747","crudest",1
"1748","cruel",3
"1749","cruelly",3
"1750","cruelty",2
"1751","cruelty's",1
"1752","crumbly",1
"1753","crumpled",3
"1754","crushed",3
"1755","crushing",1
"1756","crust",1
"1757","crusted",1
"1758","cry",28
"1759","crying",1
"1760","crystallised",1
"1761","crystals",1
"1762","cub",1
"1763","cubic",1
"1764","cudgelled",1
"1765","cuff",2
"1766","culprit",2
"1767","cultured",1
"1768","cumbrous",1
"1769","cunning",7
"1770","cup",6
"1771","cupboard",4
"1772","curb",1
"1773","cure",1
"1774","cured",1
"1775","curiosity",9
"1776","curious",11
"1777","curled",6
"1778","curling",3
"1779","curly",1
"1780","current",1
"1781","currently",1
"1782","curse",1
"1783","cursed",1
"1784","curses",1
"1785","curt",2
"1786","curtain",3
"1787","curve",2
"1788","curves",1
"1789","curving",1
"1790","cusack",3
"1791","cushion",1
"1792","cushioned",1
"1793","cushions",1
"1794","custody",3
"1795","custom",5
"1796","customary",1
"1797","customer",1
"1798","cut",30
"1799","cuts",2
"1800","cuttings",1
"1801","cuvier",1
"1802","cylinder",1
"1803","cylinders",2
"1804","cynical",1
"1805","d'you",3
"1806","d.d",1
"1807","dad",6
"1808","daily",3
"1809","daintiest",1
"1810","damning",2
"1811","damp",3
"1812","dane",1
"1813","danger",21
"1814","dangerous",6
"1815","dangerously",1
"1816","dangers",2
"1817","dangling",3
"1818","dank",2
"1819","danseuse",1
"1820","dare",3
"1821","dared",1
"1822","daresay",2
"1823","daring",5
"1824","dark",40
"1825","darkened",1
"1826","darker",2
"1827","darkness",14
"1828","darlington",1
"1829","darted",1
"1830","darting",1
"1831","dash",2
"1832","dashed",8
"1833","dashing",2
"1834","data",10
"1835","date",8
"1836","dated",4
"1837","dates",4
"1838","daubing",1
"1839","daughter",23
"1840","dawdling",1
"1841","dawn",1
"1842","day",106
"1843","day's",1
"1844","daylight",2
"1845","days",41
"1846","daytime",1
"1847","dazed",3
"1848","de",5
"1849","dead",19
"1850","deadliest",2
"1851","deadly",9
"1852","deal",15
"1853","dealer's",2
"1854","dealing",1
"1855","dealings",1
"1856","dear",56
"1857","dearest",3
"1858","dearly",1
"1859","death",30
"1860","death's",1
"1861","deathbeds",1
"1862","deaths",2
"1863","debt",3
"1864","debts",4
"1865","deceased",4
"1866","deceive",1
"1867","deceived",2
"1868","december",2
"1869","deception",1
"1870","deceptive",1
"1871","decide",2
"1872","decided",1
"1873","decidedly",2
"1874","decision",1
"1875","declared",3
"1876","decline",3
"1877","decorated",1
"1878","decoyed",3
"1879","decrepit",1
"1880","decrepitude",1
"1881","deduce",13
"1882","deduced",5
"1883","deduction",6
"1884","deductions",4
"1885","deductive",1
"1886","deed",5
"1887","deeds",1
"1888","deep",26
"1889","deeper",4
"1890","deepest",5
"1891","deeply",12
"1892","defeated",1
"1893","defect",1
"1894","defects",1
"1895","defence",1
"1896","defend",1
"1897","defending",1
"1898","deference",2
"1899","defiantly",1
"1900","deficiencies",1
"1901","define",1
"1902","defined",2
"1903","definite",8
"1904","definitely",1
"1905","defray",1
"1906","degenerating",1
"1907","degraded",1
"1908","degree",3
"1909","degrees",2
"1910","dejected",1
"1911","delay",4
"1912","delayed",1
"1913","delicacy",5
"1914","delicate",7
"1915","delicately",1
"1916","delight",3
"1917","delighted",4
"1918","delirious",2
"1919","delirium",2
"1920","deluded",1
"1921","delusion",1
"1922","demand",1
"1923","demeanour",1
"1924","demon",1
"1925","demurely",1
"1926","den",14
"1927","denial",1
"1928","denied",3
"1929","denouement",1
"1930","dense",4
"1931","deny",1
"1932","denying",1
"1933","departed",2
"1934","departure",2
"1935","depend",7
"1936","depended",1
"1937","dependent",1
"1938","depends",2
"1939","depicted",1
"1940","deportment",1
"1941","depose",1
"1942","deposed",1
"1943","deposes",1
"1944","deposit",4
"1945","deposition",1
"1946","depositors",1
"1947","depot",1
"1948","depressed",1
"1949","depressing",1
"1950","depression",1
"1951","deprived",2
"1952","deranged",1
"1953","derbies",1
"1954","derived",2
"1955","derives",1
"1956","descend",1
"1957","descended",2
"1958","descending",3
"1959","descends",1
"1960","descent",1
"1961","describe",5
"1962","described",6
"1963","describes",1
"1964","description",8
"1965","deserted",6
"1966","deserting",1
"1967","deserts",2
"1968","deserve",1
"1969","deserved",3
"1970","designed",1
"1971","desire",6
"1972","desired",2
"1973","desires",2
"1974","desirous",1
"1975","desk",4
"1976","despair",7
"1977","despaired",1
"1978","despairing",1
"1979","desperate",3
"1980","desperation",1
"1981","destined",1
"1982","destiny",2
"1983","destitute",1
"1984","destroy",1
"1985","destroyed",4
"1986","destruction",1
"1987","desultory",1
"1988","detail",5
"1989","detailed",1
"1990","detailing",1
"1991","details",19
"1992","detain",1
"1993","detained",1
"1994","detected",1
"1995","detective",7
"1996","determination",1
"1997","determine",4
"1998","determined",16
"1999","detour",1
"2000","detracted",1
"2001","deuce",1
"2002","develop",1
"2003","developed",2
"2004","developments",1
"2005","device",1
"2006","devil",7
"2007","devil's",1
"2008","devilish",1
"2009","devils",1
"2010","devised",2
"2011","devoid",2
"2012","devonshire",1
"2013","devote",2
"2014","devoted",4
"2015","devotedly",2
"2016","devoured",1
"2017","devouring",2
"2018","dew",1
"2019","diabetes",1
"2020","diadem",1
"2021","diamond",2
"2022","diary",2
"2023","did",153
"2024","didn't",15
"2025","die",2
"2026","died",14
"2027","dies",1
"2028","difference",3
"2029","different",13
"2030","differently",1
"2031","difficult",14
"2032","difficulties",3
"2033","difficulty",8
"2034","dig",1
"2035","digesting",1
"2036","diggings",2
"2037","dignity",4
"2038","digs",1
"2039","dilate",1
"2040","diligence",1
"2041","diligently",1
"2042","dim",5
"2043","dimly",6
"2044","dine",1
"2045","dingy",1
"2046","dining",3
"2047","dinner",4
"2048","dint",1
"2049","dipped",1
"2050","dipping",1
"2051","direct",4
"2052","directed",4
"2053","direction",19
"2054","directions",2
"2055","directly",1
"2056","director",3
"2057","directors",3
"2058","dirt",1
"2059","dirty",7
"2060","disadvantage",1
"2061","disadvantages",1
"2062","disagreeable",2
"2063","disagreements",1
"2064","disappearance",10
"2065","disappeared",9
"2066","disappearing",1
"2067","disappoint",1
"2068","disappointed",3
"2069","disappointment",5
"2070","disc",1
"2071","discloses",1
"2072","discoloured",5
"2073","disconnected",1
"2074","discontent",1
"2075","discourage",1
"2076","discover",3
"2077","discovered",8
"2078","discovering",3
"2079","discovery",3
"2080","discreet",2
"2081","discrepancy",1
"2082","discretion",3
"2083","discriminate",1
"2084","discuss",5
"2085","disease",3
"2086","disentangled",1
"2087","disfigured",1
"2088","disgrace",2
"2089","disgraceful",2
"2090","disguise",5
"2091","disguised",1
"2092","disguises",1
"2093","disgust",2
"2094","dishonourable",1
"2095","dishonoured",3
"2096","disjecta",1
"2097","dislike",2
"2098","disliked",1
"2099","dismantled",1
"2100","dismay",1
"2101","dismissed",1
"2102","disown",1
"2103","dispatched",1
"2104","dispel",1
"2105","displayed",2
"2106","disposal",2
"2107","dispose",1
"2108","disposition",6
"2109","disproportionately",1
"2110","disputatious",1
"2111","disqualify",1
"2112","disregard",1
"2113","disregarded",1
"2114","disregarding",2
"2115","disreputable",3
"2116","dissatisfied",3
"2117","dissolute",1
"2118","dissolved",1
"2119","distaff",1
"2120","distance",8
"2121","distant",1
"2122","distinct",6
"2123","distinction",1
"2124","distinctive",1
"2125","distinctly",6
"2126","distinguish",4
"2127","distorted",1
"2128","distracting",1
"2129","district",3
"2130","distrusted",1
"2131","disturb",4
"2132","disturbance",4
"2133","disturbed",4
"2134","disturbing",1
"2135","divan",1
"2136","dived",1
"2137","diversity",1
"2138","diverted",1
"2139","divined",2
"2140","diving",1
"2141","division",3
"2142","dizziness",1
"2143","do",286
"2144","dock",3
"2145","docketing",1
"2146","docks",1
"2147","dockyard",1
"2148","doctor",35
"2149","doctor's",4
"2150","doctors",4
"2151","document",1
"2152","doddering",1
"2153","does",39
"2154","doesn't",1
"2155","dog",16
"2156","doing",21
"2157","doings",2
"2158","dollars",1
"2159","don't",30
"2160","done",67
"2161","donna",1
"2162","door",144
"2163","doors",7
"2164","doorway",1
"2165","dooties",1
"2166","doran",10
"2167","doran's",2
"2168","dottles",1
"2169","double",16
"2170","doubled",1
"2171","doubly",1
"2172","doubt",64
"2173","doubted",2
"2174","doubting",1
"2175","doubtless",4
"2176","doubts",5
"2177","down",230
"2178","downstairs",7
"2179","downward",2
"2180","dowry",3
"2181","doyle",1
"2182","dozen",11
"2183","dr",29
"2184","drab",1
"2185","dragged",5
"2186","dragging",1
"2187","drama",1
"2188","dramatic",3
"2189","drank",2
"2190","draught",3
"2191","draughts",1
"2192","draw",12
"2193","drawback",2
"2194","drawer",6
"2195","drawers",3
"2196","drawing",11
"2197","drawled",1
"2198","drawn",22
"2199","draws",1
"2200","dread",2
"2201","dreadful",17
"2202","dreadfully",2
"2203","dream",6
"2204","dreaming",1
"2205","dreams",2
"2206","dreamy",1
"2207","dreary",1
"2208","dregs",1
"2209","drenched",2
"2210","dress",27
"2211","dressed",26
"2212","dressing",16
"2213","drew",17
"2214","dried",7
"2215","drifted",2
"2216","drifting",2
"2217","drink",6
"2218","drinking",1
"2219","drive",21
"2220","driven",8
"2221","driver",5
"2222","drives",2
"2223","driving",7
"2224","droning",1
"2225","drooping",3
"2226","drop",8
"2227","dropped",16
"2228","dropping",2
"2229","drops",2
"2230","drove",26
"2231","drowned",1
"2232","drowsiness",1
"2233","drug",5
"2234","drunk",4
"2235","drunkard",1
"2236","drunkard's",1
"2237","drunken",4
"2238","dry",2
"2239","dryly",1
"2240","dual",1
"2241","dubious",1
"2242","duchess",2
"2243","due",5
"2244","dug",1
"2245","duke",7
"2246","dull",7
"2247","duly",1
"2248","dummy",3
"2249","dun",1
"2250","duncan",7
"2251","dundas",1
"2252","dundee",5
"2253","duplicate",1
"2254","duplicates",1
"2255","during",38
"2256","dusk",2
"2257","dust",5
"2258","dustcoat",1
"2259","dusty",2
"2260","duties",7
"2261","duty",10
"2262","dwell",2
"2263","dweller",1
"2264","dwelling",1
"2265","dying",9
"2266","e",2
"2267","e's",1
"2268","each",32
"2269","eager",6
"2270","eagerly",4
"2271","eagerness",2
"2272","ear",9
"2273","earlier",1
"2274","earliest",1
"2275","early",14
"2276","earn",7
"2277","earned",1
"2278","earnest",1
"2279","earnestly",5
"2280","earning",2
"2281","earrings",2
"2282","ears",10
"2283","earshot",1
"2284","earth",20
"2285","ease",2
"2286","easier",5
"2287","easily",10
"2288","east",7
"2289","easterly",1
"2290","eastern",3
"2291","eastward",1
"2292","easy",25
"2293","eat",3
"2294","eaten",2
"2295","eaves",1
"2296","eavesdroppers",1
"2297","ebbing",1
"2298","eccentric",2
"2299","eccentricity",2
"2300","echo",1
"2301","echoes",1
"2302","eclipsed",1
"2303","eclipses",1
"2304","eddy",1
"2305","edge",13
"2306","edged",2
"2307","edges",3
"2308","edgeware",2
"2309","editions",1
"2310","editor",1
"2311","education",3
"2312","edward",2
"2313","eerie",1
"2314","effect",19
"2315","effected",1
"2316","effective",1
"2317","effects",3
"2318","effort",5
"2319","efforts",3
"2320","effusive",1
"2321","eg",1
"2322","egg",4
"2323","eggs",1
"2324","eglonitz",1
"2325","eglow",1
"2326","egotism",1
"2327","egria",1
"2328","eh",2
"2329","eight",14
"2330","eighteen",1
"2331","eightpence",1
"2332","either",33
"2333","ejaculated",4
"2334","ejaculation",3
"2335","ejected",1
"2336","elaborate",2
"2337","elapsed",3
"2338","elastic",4
"2339","elbow",3
"2340","elbowed",1
"2341","elbows",2
"2342","elder",1
"2343","elderly",4
"2344","electric",3
"2345","element",1
"2346","elemental",1
"2347","elementary",1
"2348","elements",1
"2349","eleven",7
"2350","eley's",1
"2351","elias",3
"2352","eligible",2
"2353","eliminated",1
"2354","elise",1
"2355","else",32
"2356","elsewhere",1
"2357","emaciation",1
"2358","embankment",1
"2359","embarrassed",1
"2360","embellish",2
"2361","emerald",1
"2362","emerge",2
"2363","emerged",8
"2364","emigrant",1
"2365","emigrated",1
"2366","emotion",5
"2367","emotions",1
"2368","empire",1
"2369","employ",2
"2370","employe",2
"2371","employed",3
"2372","employer",3
"2373","employers",2
"2374","employing",2
"2375","employment",1
"2376","employs",1
"2377","emptied",1
"2378","empty",10
"2379","en",1
"2380","enable",2
"2381","enabled",1
"2382","enables",1
"2383","encamp",1
"2384","encircled",1
"2385","enclosure",3
"2386","encompass",1
"2387","encourage",1
"2388","encouraging",1
"2389","encyclopaedia",5
"2390","encyclopaedias",1
"2391","end",57
"2392","endeavour",1
"2393","endeavoured",9
"2394","endeavouring",6
"2395","ended",4
"2396","endell",1
"2397","ending",2
"2398","endless",2
"2399","ends",2
"2400","endured",1
"2401","enemies",2
"2402","enemy",3
"2403","enemy's",2
"2404","energetic",4
"2405","energy",7
"2406","engage",1
"2407","engaged",15
"2408","engagement",4
"2409","engaging",2
"2410","engine",2
"2411","engineer",7
"2412","engineer's",2
"2413","engineers",1
"2414","engines",1
"2415","england",20
"2416","english",9
"2417","englishman",3
"2418","engraved",1
"2419","enigmatical",1
"2420","enjoy",1
"2421","enjoyed",1
"2422","enlarged",1
"2423","ennui",1
"2424","enormous",4
"2425","enough",58
"2426","ensue",1
"2427","ensued",1
"2428","entailed",1
"2429","entangled",2
"2430","enter",5
"2431","entered",33
"2432","entering",4
"2433","enterprise",1
"2434","enters",1
"2435","entertaining",2
"2436","enthusiasm",3
"2437","enthusiastic",2
"2438","entire",1
"2439","entirely",19
"2440","entitles",1
"2441","entrance",2
"2442","entreated",1
"2443","entreaties",2
"2444","entries",2
"2445","entry",1
"2446","envelope",14
"2447","enwrapped",1
"2448","epicurean",1
"2449","episode",1
"2450","episodes",1
"2451","epistle",3
"2452","equal",3
"2453","equality",1
"2454","equalled",1
"2455","equally",6
"2456","equinoctial",2
"2457","ere",1
"2458","erect",2
"2459","erected",2
"2460","errand",4
"2461","erred",2
"2462","erroneous",1
"2463","error",4
"2464","escapade",1
"2465","escape",6
"2466","escaped",5
"2467","escaping",1
"2468","escort",2
"2469","escorted",2
"2470","especially",4
"2471","esq",2
"2472","essence",1
"2473","essential",7
"2474","establish",2
"2475","established",2
"2476","establishment",1
"2477","estate",9
"2478","estates",1
"2479","estimate",1
"2480","etc",2
"2481","etherege",1
"2482","eton",1
"2483","europe",6
"2484","european",1
"2485","eustace",1
"2486","even",70
"2487","evening",38
"2488","evenings",2
"2489","event",4
"2490","events",16
"2491","eventually",6
"2492","ever",70
"2493","every",81
"2494","everybody",2
"2495","everyday",1
"2496","everyone",5
"2497","everything",20
"2498","everywhere",1
"2499","evidence",17
"2500","evident",6
"2501","evidently",14
"2502","evil",11
"2503","evolve",1
"2504","evolved",1
"2505","ex",2
"2506","exact",4
"2507","exacted",2
"2508","exacting",1
"2509","exactly",8
"2510","exactness",1
"2511","exaggerated",2
"2512","exalted",3
"2513","examination",11
"2514","examine",6
"2515","examined",16
"2516","examining",6
"2517","example",13
"2518","excavating",1
"2519","exceeded",1
"2520","exceeding",1
"2521","exceedingly",11
"2522","excellent",19
"2523","except",7
"2524","exception",2
"2525","exceptional",4
"2526","exceptionally",2
"2527","excessive",1
"2528","exchange",2
"2529","exchanged",2
"2530","exchanging",1
"2531","excitable",1
"2532","excited",4
"2533","excitedly",1
"2534","excitement",6
"2535","exciting",1
"2536","exclaimed",3
"2537","exclamation",2
"2538","exclude",1
"2539","excluded",1
"2540","exclusion",1
"2541","excursion",1
"2542","excuse",15
"2543","excuses",1
"2544","execution",1
"2545","exercise",2
"2546","exercising",1
"2547","exert",1
"2548","exhibited",1
"2549","exhilarating",1
"2550","existence",5
"2551","existing",1
"2552","exit",1
"2553","expect",8
"2554","expectancies",1
"2555","expectancy",1
"2556","expected",13
"2557","expecting",1
"2558","expedition",5
"2559","expenditure",1
"2560","expense",5
"2561","expenses",3
"2562","expensive",4
"2563","experience",20
"2564","experienced",1
"2565","experiences",2
"2566","expired",1
"2567","expiring",1
"2568","explain",16
"2569","explained",9
"2570","explaining",2
"2571","explains",1
"2572","explanation",9
"2573","explanations",2
"2574","explore",1
"2575","exposed",3
"2576","expostulating",1
"2577","exposure",4
"2578","expound",1
"2579","expressed",2
"2580","expression",8
"2581","expressions",1
"2582","expressive",2
"2583","expressly",1
"2584","exquisite",1
"2585","extend",1
"2586","extended",4
"2587","extending",2
"2588","extent",2
"2589","extinguished",1
"2590","extinguishes",1
"2591","extra",2
"2592","extracts",1
"2593","extraordinary",19
"2594","extreme",9
"2595","extremely",7
"2596","extremity",1
"2597","eye",24
"2598","eyebrows",3
"2599","eyed",2
"2600","eyeglasses",1
"2601","eyes",87
"2602","eyford",9
"2603","ezekiah",2
"2604","f.h.m",1
"2605","fabrication",1
"2606","face",128
"2607","faced",13
"2608","faces",2
"2609","facet",1
"2610","facilitate",1
"2611","facility",1
"2612","facing",1
"2613","fact",25
"2614","factor",3
"2615","factories",1
"2616","factory",1
"2617","facts",35
"2618","faculties",2
"2619","fad",1
"2620","faddy",2
"2621","fade",1
"2622","faded",3
"2623","fads",2
"2624","fagged",1
"2625","fail",6
"2626","failed",6
"2627","failing",2
"2628","fain",1
"2629","faint",3
"2630","fainted",6
"2631","fainting",3
"2632","faintly",1
"2633","fair",7
"2634","fairbank",2
"2635","fairer",1
"2636","fairly",7
"2637","fait",1
"2638","faith",3
"2639","faithfully",3
"2640","fall",11
"2641","fallen",10
"2642","falling",2
"2643","falls",1
"2644","false",4
"2645","familiar",9
"2646","families",5
"2647","family",30
"2648","famished",1
"2649","famous",2
"2650","fancier",1
"2651","fancies",5
"2652","fanciful",1
"2653","fancy",15
"2654","fangs",2
"2655","fanlight",1
"2656","fantastic",7
"2657","far",55
"2658","fare",3
"2659","fareham",1
"2660","farewell",1
"2661","farintosh",2
"2662","farm",9
"2663","farms",1
"2664","farrington",1
"2665","farther",10
"2666","farthest",2
"2667","farthing",1
"2668","fascinating",3
"2669","fascination",1
"2670","fashion",20
"2671","fashionable",2
"2672","fashioned",2
"2673","fast",2
"2674","fasten",1
"2675","fastened",10
"2676","fasteners",1
"2677","fastening",1
"2678","faster",2
"2679","fat",6
"2680","fatal",4
"2681","fatally",1
"2682","fate",9
"2683","father",73
"2684","father's",10
"2685","fathom",2
"2686","fathomed",1
"2687","fatigued",1
"2688","fattened",2
"2689","fattest",1
"2690","fault",5
"2691","faults",2
"2692","favour",9
"2693","favourable",1
"2694","favourably",2
"2695","favoured",2
"2696","fear",28
"2697","feared",7
"2698","fearless",1
"2699","fears",5
"2700","feasible",2
"2701","feat",1
"2702","feather",3
"2703","feathers",1
"2704","feature",5
"2705","featureless",2
"2706","features",14
"2707","february",2
"2708","fed",1
"2709","fee",5
"2710","feeble",1
"2711","feed",1
"2712","feel",17
"2713","feeling",17
"2714","feelings",1
"2715","feet",28
"2716","feigned",1
"2717","fell",18
"2718","fellow",34
"2719","fellows",1
"2720","felony",3
"2721","felstein",1
"2722","felt",33
"2723","feminine",1
"2724","fenchurch",2
"2725","ferguson",4
"2726","ferocious",1
"2727","ferret",1
"2728","fess",1
"2729","festivities",1
"2730","fetch",1
"2731","fever",1
"2732","few",76
"2733","fewer",2
"2734","fiance",1
"2735","fiction",1
"2736","fidelity",1
"2737","fidgeted",1
"2738","field",9
"2739","fields",6
"2740","fierce",6
"2741","fiercely",2
"2742","fiery",2
"2743","fifteen",2
"2744","fifth",1
"2745","fifty",12
"2746","fight",3
"2747","fighting",1
"2748","figure",19
"2749","figured",1
"2750","figures",4
"2751","filed",1
"2752","files",1
"2753","filial",1
"2754","fill",4
"2755","filled",7
"2756","filling",1
"2757","fills",1
"2758","filthy",1
"2759","final",2
"2760","finally",19
"2761","financier",2
"2762","find",80
"2763","finder",1
"2764","finding",9
"2765","finds",4
"2766","fine",11
"2767","finely",1
"2768","finer",2
"2769","finest",1
"2770","finger",19
"2771","fingers",11
"2772","fingertips",2
"2773","finish",1
"2774","finished",9
"2775","finns",1
"2776","fire",45
"2777","firelight",1
"2778","firemen",1
"2779","fireplace",4
"2780","firm",12
"2781","firmly",2
"2782","firmness",1
"2783","first",86
"2784","fish",2
"2785","fished",1
"2786","fishes",2
"2787","fists",4
"2788","fit",9
"2789","fits",2
"2790","fitted",5
"2791","fitting",1
"2792","five",40
"2793","fiver",2
"2794","fix",1
"2795","fixed",11
"2796","flag",1
"2797","flagged",2
"2798","flags",1
"2799","flame",2
"2800","flames",2
"2801","flaming",2
"2802","flap",3
"2803","flapped",2
"2804","flare",1
"2805","flaring",1
"2806","flash",2
"2807","flashed",3
"2808","flashing",1
"2809","flat",2
"2810","flattened",2
"2811","flattening",1
"2812","flatter",1
"2813","flattered",3
"2814","flaubert",1
"2815","flaw",2
"2816","flecked",1
"2817","fled",3
"2818","fleecy",2
"2819","fleet",2
"2820","fleeting",1
"2821","flesh",2
"2822","fleshless",2
"2823","flew",4
"2824","flicked",1
"2825","flickering",1
"2826","flicking",1
"2827","flies",1
"2828","flight",8
"2829","flirting",1
"2830","flitted",1
"2831","floating",2
"2832","flock",1
"2833","flood",1
"2834","floor",29
"2835","flooring",2
"2836","flora",8
"2837","florid",1
"2838","florida",3
"2839","flourished",1
"2840","flowers",2
"2841","flowing",2
"2842","fluffy",3
"2843","flung",3
"2844","flurried",1
"2845","flush",4
"2846","flushed",4
"2847","flushing",2
"2848","fluttered",2
"2849","fly",8
"2850","flying",3
"2851","focus",1
"2852","fog",2
"2853","fogs",1
"2854","foie",1
"2855","foil",1
"2856","fold",2
"2857","folded",5
"2858","folding",1
"2859","foliage",1
"2860","folk",9
"2861","folks",1
"2862","follow",14
"2863","followed",25
"2864","following",12
"2865","follows",2
"2866","folly",1
"2867","fond",4
"2868","fonder",1
"2869","fondness",1
"2870","food",1
"2871","fool",3
"2872","foolish",4
"2873","foolishly",1
"2874","fools",1
"2875","foolscap",2
"2876","foot",17
"2877","footfall",2
"2878","footfalls",2
"2879","footing",3
"2880","footman",1
"2881","footmarks",3
"2882","footmen",1
"2883","footpaths",1
"2884","footsteps",2
"2885","foppishness",1
"2886","for",726
"2887","forbid",1
"2888","forbidden",1
"2889","forbidding",2
"2890","force",15
"2891","forced",7
"2892","forceps",1
"2893","forces",1
"2894","fordham",2
"2895","forearm",1
"2896","forebodings",1
"2897","forecastle",1
"2898","forefinger",4
"2899","forefingers",1
"2900","forehead",7
"2901","foreign",3
"2902","foreigner",1
"2903","foreman",2
"2904","foremost",1
"2905","foresaw",2
"2906","foresee",3
"2907","foreseen",2
"2908","foresight",6
"2909","forestalling",1
"2910","foretold",1
"2911","forever",7
"2912","forfeit",1
"2913","forger",1
"2914","forgery",2
"2915","forget",5
"2916","forgetfulness",1
"2917","forgive",3
"2918","forgiven",1
"2919","forgiveness",2
"2920","forgo",1
"2921","forgot",3
"2922","forgotten",4
"2923","form",9
"2924","formalities",1
"2925","formed",11
"2926","former",3
"2927","formerly",4
"2928","formidable",7
"2929","forming",4
"2930","forth",4
"2931","fortnight",2
"2932","fortnight's",1
"2933","forts",1
"2934","fortunate",8
"2935","fortunately",2
"2936","fortune",11
"2937","fortunes",3
"2938","forty",5
"2939","forward",31
"2940","forwarded",1
"2941","fought",1
"2942","foul",6
"2943","found",108
"2944","founded",6
"2945","founder",1
"2946","fountain",1
"2947","four",38
"2948","fourteen",4
"2949","fourteenth",1
"2950","fourth",5
"2951","fowl",1
"2952","fowler",5
"2953","fowls",3
"2954","fragment",2
"2955","frame",2
"2956","framed",2
"2957","framework",1
"2958","france",7
"2959","franchise",1
"2960","francis",3
"2961","francisco",2
"2962","franco",1
"2963","frank",19
"2964","frank's",1
"2965","frankly",3
"2966","frantic",1
"2967","frantically",2
"2968","fraud",1
"2969","frayed",1
"2970","freak",1
"2971","freckled",1
"2972","free",11
"2973","freebody",1
"2974","freed",1
"2975","freedom",2
"2976","freely",6
"2977","freemason",1
"2978","freemasonry",2
"2979","french",5
"2980","frenchman",1
"2981","frenzy",2
"2982","frequent",2
"2983","frequently",10
"2984","fresh",20
"2985","fresno",2
"2986","friday",5
"2987","friend",69
"2988","friend's",10
"2989","friendly",4
