"","gutenberg_id","oraciones"
"2184",1661,"""what did you go into the pool for?"""
"2185",1661,"he asked."
"2186",1661,"""i fished about with a rake."
"2187",1661,"i thought there might be some weapon or other trace."
"2188",1661,"but how on earth--""  ""oh, tut, tut!"
"2189",1661,"i have no time!"
"2190",1661,"that left foot of yours with its inward twist is all over the place."
"2191",1661,"a mole could trace it, and there it vanishes among the reeds."
"2192",1661,"oh, how simple it would all have been had i been here before they came like a herd of buffalo and wallowed all over it."
"2193",1661,"here is where the party with the lodge-keeper came, and they have covered all tracks for six or eight feet round the body."
"2194",1661,"but here are three separate tracks of the same feet."""
"2195",1661,"he drew out a lens and lay down upon his waterproof to have a better view, talking all the time rather to himself than to us."
"2196",1661,"""these are young mccarthy's feet."
"2197",1661,"twice he was walking, and once he ran swiftly, so that the soles are deeply marked and the heels hardly visible."
"2198",1661,"that bears out his story."
"2199",1661,"he ran when he saw his father on the ground."
"2200",1661,"then here are the father's feet as he paced up and down."
"2201",1661,"what is this, then?"
"2202",1661,"it is the butt-end of the gun as the son stood listening."
"2203",1661,"and this?"
"2204",1661,"ha, ha!"
"2205",1661,"what have we here?"
"2206",1661,"tiptoes!"
"2207",1661,"tiptoes!"
"2208",1661,"square, too, quite unusual boots!"
"2209",1661,"they come, they go, they come again--of course that was for the cloak."
"2210",1661,"now where did they come from?"""
"2211",1661,"he ran up and down, sometimes losing, sometimes finding the track until we were well within the edge of the wood and under the shadow of a great beech, the largest tree in the neighbourhood."
"2212",1661,"holmes traced his way to the farther side of this and lay down once more upon his face with a little cry of satisfaction."
"2213",1661,"for a long time he remained there, turning over the leaves and dried sticks, gathering up what seemed to me to be dust into an envelope and examining with his lens not only the ground but even the bark of the tree as far as he could reach."
"2214",1661,"a jagged stone was lying among the moss, and this also he carefully examined and retained."
"2215",1661,"then he followed a pathway through the wood until he came to the highroad, where all traces were lost."
"2216",1661,"""it has been a case of considerable interest,"" he remarked, returning to his natural manner."
"2217",1661,"""i fancy that this grey house on the right must be the lodge."
"2218",1661,"i think that i will go in and have a word with moran, and perhaps write a little note."
"2219",1661,"having done that, we may drive back to our luncheon."
"2220",1661,"you may walk to the cab, and i shall be with you presently."""
"2221",1661,"it was about ten minutes before we regained our cab and drove back into ross, holmes still carrying with him the stone which he had picked up in the wood."
"2222",1661,"""this may interest you, lestrade,"" he remarked, holding it out."
"2223",1661,"""the murder was done with it."""
"2224",1661,"""i see no marks."""
"2225",1661,"""there are none."""
"2226",1661,"""how do you know, then?"""
"2227",1661,"""the grass was growing under it."
"2228",1661,"it had only lain there a few days."
"2229",1661,"there was no sign of a place whence it had been taken."
"2230",1661,"it corresponds with the injuries."
"2231",1661,"there is no sign of any other weapon."""
"2232",1661,"""and the murderer?"""
"2233",1661,"""is a tall man, left-handed, limps with the right leg, wears thick-soled shooting-boots and a grey cloak, smokes indian cigars, uses a cigar-holder, and carries a blunt pen-knife in his pocket."
"2234",1661,"there are several other indications, but these may be enough to aid us in our search."""
"2235",1661,"lestrade laughed."
"2236",1661,"""i am afraid that i am still a sceptic,"" he said."
"2237",1661,"""theories are all very well, but we have to deal with a hard-headed british jury."""
"2238",1661,"""nous verrons,"" answered holmes calmly."
"2239",1661,"""you work your own method, and i shall work mine."
"2240",1661,"i shall be busy this afternoon, and shall probably return to london by the evening train."""
"2241",1661,"""and leave your case unfinished?"""
"2242",1661,"""no, finished."""
"2243",1661,"""but the mystery?"""
"2244",1661,"""it is solved."""
"2245",1661,"""who was the criminal, then?"""
"2246",1661,"""the gentleman i describe."""
"2247",1661,"""but who is he?"""
"2248",1661,"""surely it would not be difficult to find out."
"2249",1661,"this is not such a populous neighbourhood."""
"2250",1661,"lestrade shrugged his shoulders."
"2251",1661,"""i am a practical man,"" he said, ""and i really cannot undertake to go about the country looking for a left-handed gentleman with a game leg."
"2252",1661,"i should become the laughing-stock of scotland yard."""
"2253",1661,"""all right,"" said holmes quietly."
"2254",1661,"""i have given you the chance."
"2255",1661,"here are your lodgings."
"2256",1661,"good-bye."
"2257",1661,"i shall drop you a line before i leave."""
"2258",1661,"having left lestrade at his rooms, we drove to our hotel, where we found lunch upon the table."
"2259",1661,"holmes was silent and buried in thought with a pained expression upon his face, as one who finds himself in a perplexing position."
"2260",1661,"""look here, watson,"" he said when the cloth was cleared ""just sit down in this chair and let me preach to you for a little."
"2261",1661,"i don't know quite what to do, and i should value your advice."
"2262",1661,"light a cigar and let me expound."""
"2263",1661,"""pray do so."""
"2264",1661,"""well, now, in considering this case there are two points about young mccarthy's narrative which struck us both instantly, although they impressed me in his favour and you against him."
"2265",1661,"one was the fact that his father should, according to his account, cry 'cooee!'"
"2266",1661,"before seeing him."
"2267",1661,"the other was his singular dying reference to a rat."
"2268",1661,"he mumbled several words, you understand, but that was all that caught the son's ear."
"2269",1661,"now from this double point our research must commence, and we will begin it by presuming that what the lad says is absolutely true."""
"2270",1661,"""what of this 'cooee!'"
"2271",1661,"then?"""
"2272",1661,"""well, obviously it could not have been meant for the son."
"2273",1661,"the son, as far as he knew, was in bristol."
"2274",1661,"it was mere chance that he was within earshot."
"2275",1661,"the 'cooee!'"
"2276",1661,"was meant to attract the attention of whoever it was that he had the appointment with."
"2277",1661,"but 'cooee' is a distinctly australian cry, and one which is used between australians."
"2278",1661,"there is a strong presumption that the person whom mccarthy expected to meet him at boscombe pool was someone who had been in australia."""
"2279",1661,"""what of the rat, then?"""
"2280",1661,"sherlock holmes took a folded paper from his pocket and flattened it out on the table."
"2281",1661,"""this is a map of the colony of victoria,"" he said."
"2282",1661,"""i wired to bristol for it last night."""
"2283",1661,"he put his hand over part of the map."
"2284",1661,"""what do you read?"""
"2285",1661,"""arat,"" i read."
"2286",1661,"""and now?"""
"2287",1661,"he raised his hand."
"2288",1661,"""ballarat."""
"2289",1661,"""quite so."
"2290",1661,"that was the word the man uttered, and of which his son only caught the last two syllables."
"2291",1661,"he was trying to utter the name of his murderer."
"2292",1661,"so and so, of ballarat."""
"2293",1661,"""it is wonderful!"""
"2294",1661,"i exclaimed."
"2295",1661,"""it is obvious."
"2296",1661,"and now, you see, i had narrowed the field down considerably."
"2297",1661,"the possession of a grey garment was a third point which, granting the son's statement to be correct, was a certainty."
"2298",1661,"we have come now out of mere vagueness to the definite conception of an australian from ballarat with a grey cloak."""
"2299",1661,"""certainly."""
"2300",1661,"""and one who was at home in the district, for the pool can only be approached by the farm or by the estate, where strangers could hardly wander."""
"2301",1661,"""quite so."""
"2302",1661,"""then comes our expedition of to-day."
"2303",1661,"by an examination of the ground i gained the trifling details which i gave to that imbecile lestrade, as to the personality of the criminal."""
"2304",1661,"""but how did you gain them?"""
"2305",1661,"""you know my method."
"2306",1661,"it is founded upon the observation of trifles."""
"2307",1661,"""his height i know that you might roughly judge from the length of his stride."
"2308",1661,"his boots, too, might be told from their traces."""
"2309",1661,"""yes, they were peculiar boots."""
"2310",1661,"""but his lameness?"""
"2311",1661,"""the impression of his right foot was always less distinct than his left."
"2312",1661,"he put less weight upon it."
"2313",1661,"why?"
"2314",1661,"because he limped--he was lame."""
"2315",1661,"""but his left-handedness."""
"2316",1661,"""you were yourself struck by the nature of the injury as recorded by the surgeon at the inquest."
"2317",1661,"the blow was struck from immediately behind, and yet was upon the left side."
"2318",1661,"now, how can that be unless it were by a left-handed man?"
"2319",1661,"he had stood behind that tree during the interview between the father and son."
"2320",1661,"he had even smoked there."
"2321",1661,"i found the ash of a cigar, which my special knowledge of tobacco ashes enables me to pronounce as an indian cigar."
"2322",1661,"i have, as you know, devoted some attention to this, and written a little monograph on the ashes of 140 different varieties of pipe, cigar, and cigarette tobacco."
"2323",1661,"having found the ash, i then looked round and discovered the stump among the moss where he had tossed it."
"2324",1661,"it was an indian cigar, of the variety which are rolled in rotterdam."""
"2325",1661,"""and the cigar-holder?"""
"2326",1661,"""i could see that the end had not been in his mouth."
"2327",1661,"therefore he used a holder."
"2328",1661,"the tip had been cut off, not bitten off, but the cut was not a clean one, so i deduced a blunt pen-knife."""
"2329",1661,"""holmes,"" i said, ""you have drawn a net round this man from which he cannot escape, and you have saved an innocent human life as truly as if you had cut the cord which was hanging him."
"2330",1661,"i see the direction in which all this points."
"2331",1661,"the culprit is--""  ""mr."
"2332",1661,"john turner,"" cried the hotel waiter, opening the door of our sitting-room, and ushering in a visitor."
"2333",1661,"the man who entered was a strange and impressive figure."
"2334",1661,"his slow, limping step and bowed shoulders gave the appearance of decrepitude, and yet his hard, deep-lined, craggy features, and his enormous limbs showed that he was possessed of unusual strength of body and of character."
"2335",1661,"his tangled beard, grizzled hair, and outstanding, drooping eyebrows combined to give an air of dignity and power to his appearance, but his face was of an ashen white, while his lips and the corners of his nostrils were tinged with a shade of blue."
"2336",1661,"it was clear to me at a glance that he was in the grip of some deadly and chronic disease."
"2337",1661,"""pray sit down on the sofa,"" said holmes gently."
"2338",1661,"""you had my note?"""
"2339",1661,"""yes, the lodge-keeper brought it up."
"2340",1661,"you said that you wished to see me here to avoid scandal."""
"2341",1661,"""i thought people would talk if i went to the hall."""
"2342",1661,"""and why did you wish to see me?"""
"2343",1661,"he looked across at my companion with despair in his weary eyes, as though his question was already answered."
"2344",1661,"""yes,"" said holmes, answering the look rather than the words."
"2345",1661,"""it is so."
"2346",1661,"i know all about mccarthy."""
"2347",1661,"the old man sank his face in his hands."
"2348",1661,"""god help me!"""
"2349",1661,"he cried."
"2350",1661,"""but i would not have let the young man come to harm."
"2351",1661,"i give you my word that i would have spoken out if it went against him at the assizes."""
"2352",1661,"""i am glad to hear you say so,"" said holmes gravely."
"2353",1661,"""i would have spoken now had it not been for my dear girl."
"2354",1661,"it would break her heart--it will break her heart when she hears that i am arrested."""
"2355",1661,"""it may not come to that,"" said holmes."
"2356",1661,"""what?"""
"2357",1661,"""i am no official agent."
"2358",1661,"i understand that it was your daughter who required my presence here, and i am acting in her interests."
"2359",1661,"young mccarthy must be got off, however."""
"2360",1661,"""i am a dying man,"" said old turner."
"2361",1661,"""i have had diabetes for years."
"2362",1661,"my doctor says it is a question whether i shall live a month."
"2363",1661,"yet i would rather die under my own roof than in a gaol."""
"2364",1661,"holmes rose and sat down at the table with his pen in his hand and a bundle of paper before him."
"2365",1661,"""just tell us the truth,"" he said."
"2366",1661,"""i shall jot down the facts."
"2367",1661,"you will sign it, and watson here can witness it."
"2368",1661,"then i could produce your confession at the last extremity to save young mccarthy."
"2369",1661,"i promise you that i shall not use it unless it is absolutely needed."""
"2370",1661,"""it's as well,"" said the old man; ""it's a question whether i shall live to the assizes, so it matters little to me, but i should wish to spare alice the shock."
"2371",1661,"and now i will make the thing clear to you; it has been a long time in the acting, but will not take me long to tell."
"2372",1661,"""you didn't know this dead man, mccarthy."
"2373",1661,"he was a devil incarnate."
"2374",1661,"i tell you that."
"2375",1661,"god keep you out of the clutches of such a man as he."
"2376",1661,"his grip has been upon me these twenty years, and he has blasted my life."
"2377",1661,"i'll tell you first how i came to be in his power."
"2378",1661,"""it was in the early '60's at the diggings."
"2379",1661,"i was a young chap then, hot-blooded and reckless, ready to turn my hand at anything; i got among bad companions, took to drink, had no luck with my claim, took to the bush, and in a word became what you would call over here a highway robber."
"2380",1661,"there were six of us, and we had a wild, free life of it, sticking up a station from time to time, or stopping the wagons on the road to the diggings."
"2381",1661,"black jack of ballarat was the name i went under, and our party is still remembered in the colony as the ballarat gang."
"2382",1661,"""one day a gold convoy came down from ballarat to melbourne, and we lay in wait for it and attacked it."
"2383",1661,"there were six troopers and six of us, so it was a close thing, but we emptied four of their saddles at the first volley."
"2384",1661,"three of our boys were killed, however, before we got the swag."
"2385",1661,"i put my pistol to the head of the wagon-driver, who was this very man mccarthy."
"2386",1661,"i wish to the lord that i had shot him then, but i spared him, though i saw his wicked little eyes fixed on my face, as though to remember every feature."
"2387",1661,"we got away with the gold, became wealthy men, and made our way over to england without being suspected."
"2388",1661,"there i parted from my old pals and determined to settle down to a quiet and respectable life."
"2389",1661,"i bought this estate, which chanced to be in the market, and i set myself to do a little good with my money, to make up for the way in which i had earned it."
"2390",1661,"i married, too, and though my wife died young she left me my dear little alice."
"2391",1661,"even when she was just a baby her wee hand seemed to lead me down the right path as nothing else had ever done."
"2392",1661,"in a word, i turned over a new leaf and did my best to make up for the past."
"2393",1661,"all was going well when mccarthy laid his grip upon me."
"2394",1661,"""i had gone up to town about an investment, and i met him in regent street with hardly a coat to his back or a boot to his foot."
"2395",1661,"""'here we are, jack,' says he, touching me on the arm; 'we'll be as good as a family to you."
"2396",1661,"there's two of us, me and my son, and you can have the keeping of us."
"2397",1661,"if you don't--it's a fine, law-abiding country is england, and there's always a policeman within hail.'"
"2398",1661,"""well, down they came to the west country, there was no shaking them off, and there they have lived rent free on my best land ever since."
"2399",1661,"there was no rest for me, no peace, no forgetfulness; turn where i would, there was his cunning, grinning face at my elbow."
"2400",1661,"it grew worse as alice grew up, for he soon saw i was more afraid of her knowing my past than of the police."
"2401",1661,"whatever he wanted he must have, and whatever it was i gave him without question, land, money, houses, until at last he asked a thing which i could not give."
"2402",1661,"he asked for alice."
"2403",1661,"""his son, you see, had grown up, and so had my girl, and as i was known to be in weak health, it seemed a fine stroke to him that his lad should step into the whole property."
"2404",1661,"but there i was firm."
"2405",1661,"i would not have his cursed stock mixed with mine; not that i had any dislike to the lad, but his blood was in him, and that was enough."
"2406",1661,"i stood firm."
"2407",1661,"mccarthy threatened."
"2408",1661,"i braved him to do his worst."
"2409",1661,"we were to meet at the pool midway between our houses to talk it over."
"2410",1661,"""when i went down there i found him talking with his son, so i smoked a cigar and waited behind a tree until he should be alone."
"2411",1661,"but as i listened to his talk all that was black and bitter in me seemed to come uppermost."
"2412",1661,"he was urging his son to marry my daughter with as little regard for what she might think as if she were a slut from off the streets."
"2413",1661,"it drove me mad to think that i and all that i held most dear should be in the power of such a man as this."
"2414",1661,"could i not snap the bond?"
"2415",1661,"i was already a dying and a desperate man."
"2416",1661,"though clear of mind and fairly strong of limb, i knew that my own fate was sealed."
"2417",1661,"but my memory and my girl!"
"2418",1661,"both could be saved if i could but silence that foul tongue."
"2419",1661,"i did it, mr."
"2420",1661,"holmes."
"2421",1661,"i would do it again."
"2422",1661,"deeply as i have sinned, i have led a life of martyrdom to atone for it."
"2423",1661,"but that my girl should be entangled in the same meshes which held me was more than i could suffer."
"2424",1661,"i struck him down with no more compunction than if he had been some foul and venomous beast."
"2425",1661,"his cry brought back his son; but i had gained the cover of the wood, though i was forced to go back to fetch the cloak which i had dropped in my flight."
"2426",1661,"that is the true story, gentlemen, of all that occurred."""
"2427",1661,"""well, it is not for me to judge you,"" said holmes as the old man signed the statement which had been drawn out."
"2428",1661,"""i pray that we may never be exposed to such a temptation."""
"2429",1661,"""i pray not, sir."
"2430",1661,"and what do you intend to do?"""
"2431",1661,"""in view of your health, nothing."
"2432",1661,"you are yourself aware that you will soon have to answer for your deed at a higher court than the assizes."
"2433",1661,"i will keep your confession, and if mccarthy is condemned i shall be forced to use it."
"2434",1661,"if not, it shall never be seen by mortal eye; and your secret, whether you be alive or dead, shall be safe with us."""
"2435",1661,"""farewell, then,"" said the old man solemnly."
"2436",1661,"""your own deathbeds, when they come, will be the easier for the thought of the peace which you have given to mine."""
"2437",1661,"tottering and shaking in all his giant frame, he stumbled slowly from the room."
"2438",1661,"""god help us!"""
"2439",1661,"said holmes after a long silence."
"2440",1661,"""why does fate play such tricks with poor, helpless worms?"
"2441",1661,"i never hear of such a case as this that i do not think of baxter's words, and say, 'there, but for the grace of god, goes sherlock holmes.'"""
"2442",1661,"james mccarthy was acquitted at the assizes on the strength of a number of objections which had been drawn out by holmes and submitted to the defending counsel."
"2443",1661,"old turner lived for seven months after our interview, but he is now dead; and there is every prospect that the son and daughter may come to live happily together in ignorance of the black cloud which rests upon their past."
"2444",1661,"adventure v."
"2445",1661,"the five orange pips  when i glance over my notes and records of the sherlock holmes cases between the years '82 and '90, i am faced by so many which present strange and interesting features that it is no easy matter to know which to choose and which to leave."
"2446",1661,"some, however, have already gained publicity through the papers, and others have not offered a field for those peculiar qualities which my friend possessed in so high a degree, and which it is the object of these papers to illustrate."
"2447",1661,"some, too, have baffled his analytical skill, and would be, as narratives, beginnings without an ending, while others have been but partially cleared up, and have their explanations founded rather upon conjecture and surmise than on that absolute logical proof which was so dear to him."
"2448",1661,"there is, however, one of these last which was so remarkable in its details and so startling in its results that i am tempted to give some account of it in spite of the fact that there are points in connection with it which never have been, and probably never will be, entirely cleared up."
"2449",1661,"the year '87 furnished us with a long series of cases of greater or less interest, of which i retain the records."
"2450",1661,"among my headings under this one twelve months i find an account of the adventure of the paradol chamber, of the amateur mendicant society, who held a luxurious club in the lower vault of a furniture warehouse, of the facts connected with the loss of the british barque ""sophy anderson"", of the singular adventures of the grice patersons in the island of uffa, and finally of the camberwell poisoning case."
"2451",1661,"in the latter, as may be remembered, sherlock holmes was able, by winding up the dead man's watch, to prove that it had been wound up two hours before, and that therefore the deceased had gone to bed within that time--a deduction which was of the greatest importance in clearing up the case."
"2452",1661,"all these i may sketch out at some future date, but none of them present such singular features as the strange train of circumstances which i have now taken up my pen to describe."
"2453",1661,"it was in the latter days of september, and the equinoctial gales had set in with exceptional violence."
"2454",1661,"all day the wind had screamed and the rain had beaten against the windows, so that even here in the heart of great, hand-made london we were forced to raise our minds for the instant from the routine of life and to recognise the presence of those great elemental forces which shriek at mankind through the bars of his civilisation, like untamed beasts in a cage."
"2455",1661,"as evening drew in, the storm grew higher and louder, and the wind cried and sobbed like a child in the chimney."
"2456",1661,"sherlock holmes sat moodily at one side of the fireplace cross-indexing his records of crime, while i at the other was deep in one of clark russell's fine sea-stories until the howl of the gale from without seemed to blend with the text, and the splash of the rain to lengthen out into the long swash of the sea waves."
"2457",1661,"my wife was on a visit to her mother's, and for a few days i was a dweller once more in my old quarters at baker street."
"2458",1661,"""why,"" said i, glancing up at my companion, ""that was surely the bell."
"2459",1661,"who could come to-night?"
"2460",1661,"some friend of yours, perhaps?"""
"2461",1661,"""except yourself i have none,"" he answered."
"2462",1661,"""i do not encourage visitors."""
"2463",1661,"""a client, then?"""
"2464",1661,"""if so, it is a serious case."
"2465",1661,"nothing less would bring a man out on such a day and at such an hour."
"2466",1661,"but i take it that it is more likely to be some crony of the landlady's."""
"2467",1661,"sherlock holmes was wrong in his conjecture, however, for there came a step in the passage and a tapping at the door."
"2468",1661,"he stretched out his long arm to turn the lamp away from himself and towards the vacant chair upon which a newcomer must sit."
"2469",1661,"""come in!"""
"2470",1661,"said he."
"2471",1661,"the man who entered was young, some two-and-twenty at the outside, well-groomed and trimly clad, with something of refinement and delicacy in his bearing."
"2472",1661,"the streaming umbrella which he held in his hand, and his long shining waterproof told of the fierce weather through which he had come."
"2473",1661,"he looked about him anxiously in the glare of the lamp, and i could see that his face was pale and his eyes heavy, like those of a man who is weighed down with some great anxiety."
"2474",1661,"""i owe you an apology,"" he said, raising his golden pince-nez to his eyes."
"2475",1661,"""i trust that i am not intruding."
"2476",1661,"i fear that i have brought some traces of the storm and rain into your snug chamber."""
"2477",1661,"""give me your coat and umbrella,"" said holmes."
"2478",1661,"""they may rest here on the hook and will be dry presently."
"2479",1661,"you have come up from the south-west, i see."""
"2480",1661,"""yes, from horsham."""
"2481",1661,"""that clay and chalk mixture which i see upon your toe caps is quite distinctive."""
"2482",1661,"""i have come for advice."""
"2483",1661,"""that is easily got."""
"2484",1661,"""and help."""
"2485",1661,"""that is not always so easy."""
"2486",1661,"""i have heard of you, mr."
"2487",1661,"holmes."
"2488",1661,"i heard from major prendergast how you saved him in the tankerville club scandal."""
"2489",1661,"""ah, of course."
"2490",1661,"he was wrongfully accused of cheating at cards."""
"2491",1661,"""he said that you could solve anything."""
"2492",1661,"""he said too much."""
"2493",1661,"""that you are never beaten."""
"2494",1661,"""i have been beaten four times--three times by men, and once by a woman."""
"2495",1661,"""but what is that compared with the number of your successes?"""
"2496",1661,"""it is true that i have been generally successful."""
"2497",1661,"""then you may be so with me."""
"2498",1661,"""i beg that you will draw your chair up to the fire and favour me with some details as to your case."""
"2499",1661,"""it is no ordinary one."""
"2500",1661,"""none of those which come to me are."
"2501",1661,"i am the last court of appeal."""
"2502",1661,"""and yet i question, sir, whether, in all your experience, you have ever listened to a more mysterious and inexplicable chain of events than those which have happened in my own family."""
"2503",1661,"""you fill me with interest,"" said holmes."
"2504",1661,"""pray give us the essential facts from the commencement, and i can afterwards question you as to those details which seem to me to be most important."""
"2505",1661,"the young man pulled his chair up and pushed his wet feet out towards the blaze."
"2506",1661,"""my name,"" said he, ""is john openshaw, but my own affairs have, as far as i can understand, little to do with this awful business."
"2507",1661,"it is a hereditary matter; so in order to give you an idea of the facts, i must go back to the commencement of the affair."
"2508",1661,"""you must know that my grandfather had two sons--my uncle elias and my father joseph."
"2509",1661,"my father had a small factory at coventry, which he enlarged at the time of the invention of bicycling."
"2510",1661,"he was a patentee of the openshaw unbreakable tire, and his business met with such success that he was able to sell it and to retire upon a handsome competence."
"2511",1661,"""my uncle elias emigrated to america when he was a young man and became a planter in florida, where he was reported to have done very well."
"2512",1661,"at the time of the war he fought in jackson's army, and afterwards under hood, where he rose to be a colonel."
"2513",1661,"when lee laid down his arms my uncle returned to his plantation, where he remained for three or four years."
"2514",1661,"about 1869 or 1870 he came back to europe and took a small estate in sussex, near horsham."
"2515",1661,"he had made a very considerable fortune in the states, and his reason for leaving them was his aversion to the negroes, and his dislike of the republican policy in extending the franchise to them."
"2516",1661,"he was a singular man, fierce and quick-tempered, very foul-mouthed when he was angry, and of a most retiring disposition."
"2517",1661,"during all the years that he lived at horsham, i doubt if ever he set foot in the town."
"2518",1661,"he had a garden and two or three fields round his house, and there he would take his exercise, though very often for weeks on end he would never leave his room."
"2519",1661,"he drank a great deal of brandy and smoked very heavily, but he would see no society and did not want any friends, not even his own brother."
"2520",1661,"""he didn't mind me; in fact, he took a fancy to me, for at the time when he saw me first i was a youngster of twelve or so."
"2521",1661,"this would be in the year 1878, after he had been eight or nine years in england."
"2522",1661,"he begged my father to let me live with him and he was very kind to me in his way."
"2523",1661,"when he was sober he used to be fond of playing backgammon and draughts with me, and he would make me his representative both with the servants and with the tradespeople, so that by the time that i was sixteen i was quite master of the house."
"2524",1661,"i kept all the keys and could go where i liked and do what i liked, so long as i did not disturb him in his privacy."
"2525",1661,"there was one singular exception, however, for he had a single room, a lumber-room up among the attics, which was invariably locked, and which he would never permit either me or anyone else to enter."
"2526",1661,"with a boy's curiosity i have peeped through the keyhole, but i was never able to see more than such a collection of old trunks and bundles as would be expected in such a room."
"2527",1661,"""one day--it was in march, 1883--a letter with a foreign stamp lay upon the table in front of the colonel's plate."
"2528",1661,"it was not a common thing for him to receive letters, for his bills were all paid in ready money, and he had no friends of any sort."
"2529",1661,"'from india!'"
"2530",1661,"said he as he took it up, 'pondicherry postmark!"
"2531",1661,"what can this be?'"
"2532",1661,"opening it hurriedly, out there jumped five little dried orange pips, which pattered down upon his plate."
"2533",1661,"i began to laugh at this, but the laugh was struck from my lips at the sight of his face."
"2534",1661,"his lip had fallen, his eyes were protruding, his skin the colour of putty, and he glared at the envelope which he still held in his trembling hand, 'k."
"2535",1661,"k."
"2536",1661,"k.!'"
"2537",1661,"he shrieked, and then, 'my god, my god, my sins have overtaken me!'"
"2538",1661,"""'what is it, uncle?'"
"2539",1661,"i cried."
"2540",1661,"""'death,' said he, and rising from the table he retired to his room, leaving me palpitating with horror."
"2541",1661,"i took up the envelope and saw scrawled in red ink upon the inner flap, just above the gum, the letter k three times repeated."
"2542",1661,"there was nothing else save the five dried pips."
"2543",1661,"what could be the reason of his overpowering terror?"
"2544",1661,"i left the breakfast-table, and as i ascended the stair i met him coming down with an old rusty key, which must have belonged to the attic, in one hand, and a small brass box, like a cashbox, in the other."
"2545",1661,"""'they may do what they like, but i'll checkmate them still,' said he with an oath."
"2546",1661,"'tell mary that i shall want a fire in my room to-day, and send down to fordham, the horsham lawyer.'"
"2547",1661,"""i did as he ordered, and when the lawyer arrived i was asked to step up to the room."
"2548",1661,"the fire was burning brightly, and in the grate there was a mass of black, fluffy ashes, as of burned paper, while the brass box stood open and empty beside it."
"2549",1661,"as i glanced at the box i noticed, with a start, that upon the lid was printed the treble k which i had read in the morning upon the envelope."
"2550",1661,"""'i wish you, john,' said my uncle, 'to witness my will."
"2551",1661,"i leave my estate, with all its advantages and all its disadvantages, to my brother, your father, whence it will, no doubt, descend to you."
"2552",1661,"if you can enjoy it in peace, well and good!"
"2553",1661,"if you find you cannot, take my advice, my boy, and leave it to your deadliest enemy."
"2554",1661,"i am sorry to give you such a two-edged thing, but i can't say what turn things are going to take."
"2555",1661,"kindly sign the paper where mr."
"2556",1661,"fordham shows you.'"
"2557",1661,"""i signed the paper as directed, and the lawyer took it away with him."
"2558",1661,"the singular incident made, as you may think, the deepest impression upon me, and i pondered over it and turned it every way in my mind without being able to make anything of it."
"2559",1661,"yet i could not shake off the vague feeling of dread which it left behind, though the sensation grew less keen as the weeks passed and nothing happened to disturb the usual routine of our lives."
"2560",1661,"i could see a change in my uncle, however."
"2561",1661,"he drank more than ever, and he was less inclined for any sort of society."
"2562",1661,"most of his time he would spend in his room, with the door locked upon the inside, but sometimes he would emerge in a sort of drunken frenzy and would burst out of the house and tear about the garden with a revolver in his hand, screaming out that he was afraid of no man, and that he was not to be cooped up, like a sheep in a pen, by man or devil."
"2563",1661,"when these hot fits were over, however, he would rush tumultuously in at the door and lock and bar it behind him, like a man who can brazen it out no longer against the terror which lies at the roots of his soul."
"2564",1661,"at such times i have seen his face, even on a cold day, glisten with moisture, as though it were new raised from a basin."
"2565",1661,"""well, to come to an end of the matter, mr."
"2566",1661,"holmes, and not to abuse your patience, there came a night when he made one of those drunken sallies from which he never came back."
"2567",1661,"we found him, when we went to search for him, face downward in a little green-scummed pool, which lay at the foot of the garden."
"2568",1661,"there was no sign of any violence, and the water was but two feet deep, so that the jury, having regard to his known eccentricity, brought in a verdict of 'suicide.'"
"2569",1661,"but i, who knew how he winced from the very thought of death, had much ado to persuade myself that he had gone out of his way to meet it."
"2570",1661,"the matter passed, however, and my father entered into possession of the estate, and of some 14,000 pounds, which lay to his credit at the bank."""
"2571",1661,"""one moment,"" holmes interposed, ""your statement is, i foresee, one of the most remarkable to which i have ever listened."
"2572",1661,"let me have the date of the reception by your uncle of the letter, and the date of his supposed suicide."""
"2573",1661,"""the letter arrived on march 10, 1883."
"2574",1661,"his death was seven weeks later, upon the night of may 2nd."""
"2575",1661,"""thank you."
"2576",1661,"pray proceed."""
"2577",1661,"""when my father took over the horsham property, he, at my request, made a careful examination of the attic, which had been always locked up."
"2578",1661,"we found the brass box there, although its contents had been destroyed."
"2579",1661,"on the inside of the cover was a paper label, with the initials of k."
"2580",1661,"k."
"2581",1661,"k. repeated upon it, and 'letters, memoranda, receipts, and a register' written beneath."
"2582",1661,"these, we presume, indicated the nature of the papers which had been destroyed by colonel openshaw."
"2583",1661,"for the rest, there was nothing of much importance in the attic save a great many scattered papers and note-books bearing upon my uncle's life in america."
"2584",1661,"some of them were of the war time and showed that he had done his duty well and had borne the repute of a brave soldier."
"2585",1661,"others were of a date during the reconstruction of the southern states, and were mostly concerned with politics, for he had evidently taken a strong part in opposing the carpet-bag politicians who had been sent down from the north."
"2586",1661,"""well, it was the beginning of '84 when my father came to live at horsham, and all went as well as possible with us until the january of '85."
"2587",1661,"on the fourth day after the new year i heard my father give a sharp cry of surprise as we sat together at the breakfast-table."
"2588",1661,"there he was, sitting with a newly opened envelope in one hand and five dried orange pips in the outstretched palm of the other one."
"2589",1661,"he had always laughed at what he called my cock-and-bull story about the colonel, but he looked very scared and puzzled now that the same thing had come upon himself."
"2590",1661,"""'why, what on earth does this mean, john?'"
"2591",1661,"he stammered."
